BRAND,CATEGORY,STORAGE_TEMP,ARTICLE_CODE,FORECAST_QTY,ACTUAL_QTY,UNIT_PRICE_AED,EXPIRY_DATE,DAYS_TO_EXPIRY
Bic/Stabilo,Pens,Ambient,AS-314,146,1650,22.38,12/29/2035,3636
Bic/Stabilo,Pens,Ambient,AS-493,783,458,47.54,5/4/2035,3397
California Garden,Tuna skips,Ambient,AS-848,1295,1868,51.66,2/28/2027,410
Americana Cakes,Pound Cake,Ambient,AS-337,865,569,32.88,6/20/2026,157
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-426,707,1051,19.93,5/8/2026,114
Americana Frozen,Burgers,Frozen (-18°C),AS-865,1135,251,8.15,5/9/2026,115
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-932,1817,832,9.67,5/23/2026,129
California Garden,Tuna skips,Ambient,AS-851,1897,1211,46.15,9/25/2027,619
Americana Cakes,Pound Cake,Ambient,AS-444,700,1457,73.79,8/8/2025,-159
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-601,1161,323,75.03,1/29/2026,15
California Garden,Tuna skips,Ambient,AS-509,1274,1687,12.18,1/6/2028,722
California Garden,Tuna skips,Ambient,AS-991,1613,1745,23.9,9/15/2027,609
Americana Cakes,Pound Cake,Ambient,AS-914,1546,2024,6.91,4/21/2026,97
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-924,614,1925,81.48,10/27/2025,-79
Bic/Stabilo,Highlighters,Ambient,AS-346,1553,1209,51.96,8/10/2035,3495
Americana Cakes,Swiss Roll,Ambient,AS-948,1185,1470,52.98,12/23/2025,-22
Americana Cakes,Swiss Roll,Ambient,AS-739,408,532,31.1,10/27/2025,-79
Double A,A4 Paper Box,Ambient,AS-276,1100,2111,22.98,2/26/2035,3330
Double A,A4 Paper Box,Ambient,AS-679,116,1329,26.5,2/22/2035,3326
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-840,1756,244,22.86,10/27/2025,-79
Bic/Stabilo,Pens,Ambient,AS-653,1296,375,19.31,8/9/2035,3494
Americana Cakes,Swiss Roll,Ambient,AS-415,1625,887,35.72,2/2/2026,19
Americana Cakes,Swiss Roll,Ambient,AS-787,578,656,17.92,8/29/2025,-138
Double A,A4 Paper Box,Ambient,AS-229,641,1797,79.33,12/29/2035,3636
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-352,1872,1175,73.64,1/12/2026,-2
Double A,A4 Paper Box,Ambient,AS-844,331,1110,66.96,9/4/2035,3520
California Garden,Fava Beans,Ambient,AS-992,827,1347,28.37,5/9/2027,480
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-984,804,1282,18.29,7/27/2026,194
California Garden,Tuna skips,Ambient,AS-790,1330,106,80.24,2/10/2027,392
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-722,1892,2038,37.63,9/18/2026,247
Double A,A4 Paper Box,Ambient,AS-591,954,1255,9.93,3/18/2035,3350
California Garden,Fava Beans,Ambient,AS-906,430,915,27.32,12/26/2027,711
California Garden,Tuna skips,Ambient,AS-950,1598,353,26.45,7/4/2027,536
California Garden,Tuna skips,Ambient,AS-656,1644,827,31.46,10/4/2027,628
Americana Cakes,Swiss Roll,Ambient,AS-186,1589,1348,30.43,9/3/2025,-133
Double A,A4 Paper Box,Ambient,AS-905,564,971,75.89,1/6/2036,3644
California Garden,Tuna skips,Ambient,AS-357,1645,723,65.4,1/14/2028,730
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-565,1441,1347,74.69,11/17/2025,-58
Double A,A4 Paper Box,Ambient,AS-454,1265,2000,45.1,7/14/2035,3468
Bic/Stabilo,Highlighters,Ambient,AS-606,1342,2176,21.77,6/2/2035,3426
Bic/Stabilo,Highlighters,Ambient,AS-581,1899,1558,73.23,9/3/2035,3519
Americana Cakes,Pound Cake,Ambient,AS-199,1920,1262,14.25,8/2/2025,-165
California Garden,Tuna skips,Ambient,AS-222,1035,1021,57.38,12/4/2027,689
California Garden,Tuna skips,Ambient,AS-802,873,2187,16.62,12/4/2027,689
Americana Cakes,Pound Cake,Ambient,AS-387,1546,911,78.62,5/17/2026,123
Bic/Stabilo,Highlighters,Ambient,AS-388,1960,822,58.06,8/3/2035,3488
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-118,414,860,21.86,7/31/2026,198
Bic/Stabilo,Highlighters,Ambient,AS-879,1383,602,70.23,12/29/2035,3636
California Garden,Tuna skips,Ambient,AS-718,1812,561,77.02,2/12/2027,394
California Garden,Tuna skips,Ambient,AS-203,450,2023,52.38,8/20/2027,583
Americana Cakes,Swiss Roll,Ambient,AS-541,1235,1076,48.28,6/25/2026,162
Bic/Stabilo,Highlighters,Ambient,AS-841,1674,458,49.98,9/24/2035,3540
Bic/Stabilo,Pens,Ambient,AS-459,405,180,46.55,4/21/2035,3384
Bic/Stabilo,Highlighters,Ambient,AS-830,1250,2084,67.39,9/4/2035,3520
California Garden,Fava Beans,Ambient,AS-929,1053,321,77.58,12/9/2027,694
California Garden,Fava Beans,Ambient,AS-509,783,1970,39.9,10/31/2027,655
California Garden,Tuna skips,Ambient,AS-427,367,1594,56.59,9/29/2027,623
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-704,599,865,59.52,1/9/2026,-5
California Garden,Fava Beans,Ambient,AS-104,611,725,34.76,8/6/2027,569
California Garden,Tuna skips,Ambient,AS-668,428,2142,31.57,1/20/2027,371
Americana Frozen,Burgers,Frozen (-18°C),AS-994,1217,1179,29.3,5/24/2026,130
California Garden,Fava Beans,Ambient,AS-294,1960,1740,29.28,9/1/2027,595
Bic/Stabilo,Highlighters,Ambient,AS-656,702,671,25.88,3/18/2035,3350
Double A,A4 Paper Box,Ambient,AS-595,100,2163,47.01,2/23/2035,3327
Americana Cakes,Swiss Roll,Ambient,AS-838,1775,725,25.71,10/2/2025,-104
Americana Frozen,Burgers,Frozen (-18°C),AS-468,1217,1885,38.26,5/25/2026,131
Bic/Stabilo,Highlighters,Ambient,AS-581,510,1749,25.11,4/29/2035,3392
California Garden,Tuna skips,Ambient,AS-125,1765,499,71.64,3/14/2027,424
Americana Cakes,Swiss Roll,Ambient,AS-120,1384,483,11.1,5/30/2026,136
Americana Cakes,Pound Cake,Ambient,AS-369,729,496,18.96,8/10/2025,-157
California Garden,Fava Beans,Ambient,AS-877,637,633,81.34,3/10/2027,420
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-672,994,552,49.92,10/4/2026,263
Bic/Stabilo,Highlighters,Ambient,AS-827,544,1375,59.52,4/16/2035,3379
Americana Cakes,Pound Cake,Ambient,AS-320,176,1607,49.79,6/30/2026,167
Bic/Stabilo,Pens,Ambient,AS-462,1018,2200,44.55,4/28/2035,3391
Double A,A4 Paper Box,Ambient,AS-238,174,1562,75.84,6/7/2035,3431
Americana Cakes,Swiss Roll,Ambient,AS-870,743,728,66.68,7/17/2025,-181
California Garden,Tuna skips,Ambient,AS-246,1733,1297,53.58,12/4/2027,689
Double A,A4 Paper Box,Ambient,AS-730,982,2186,78.73,12/1/2035,3608
Bic/Stabilo,Highlighters,Ambient,AS-446,831,584,46.64,4/5/2035,3368
Double A,A4 Paper Box,Ambient,AS-127,1385,1735,30.8,12/29/2035,3636
California Garden,Tuna skips,Ambient,AS-996,1698,540,5.98,11/6/2027,661
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-607,753,2111,80.44,6/7/2026,144
California Garden,Fava Beans,Ambient,AS-381,966,822,28.02,11/18/2027,673
Bic/Stabilo,Pens,Ambient,AS-185,530,1155,84.79,3/27/2035,3359
Bic/Stabilo,Pens,Ambient,AS-475,1407,310,18.96,11/26/2035,3603
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-916,1510,1426,7.57,3/4/2026,49
Bic/Stabilo,Pens,Ambient,AS-156,1778,1620,53.7,11/13/2035,3590
Bic/Stabilo,Highlighters,Ambient,AS-224,1742,252,55.77,6/7/2035,3431
Americana Frozen,Burgers,Frozen (-18°C),AS-221,1306,1232,54.57,5/28/2026,134
Bic/Stabilo,Pens,Ambient,AS-614,733,673,63.18,9/4/2035,3520
California Garden,Fava Beans,Ambient,AS-459,541,1034,45.2,9/13/2027,607
Bic/Stabilo,Highlighters,Ambient,AS-778,1994,387,30.23,12/21/2035,3628
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-426,1613,1571,77.85,7/4/2026,171
Double A,A4 Paper Box,Ambient,AS-552,677,1680,83,7/21/2035,3475
Americana Frozen,Burgers,Frozen (-18°C),AS-890,351,486,24.24,9/26/2026,255
Double A,A4 Paper Box,Ambient,AS-283,742,522,11.01,8/12/2035,3497
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-127,1641,1083,66.37,4/5/2026,81
California Garden,Tuna skips,Ambient,AS-329,307,1148,58.23,2/27/2027,409
Americana Cakes,Swiss Roll,Ambient,AS-680,1404,1298,57.2,10/21/2025,-85
California Garden,Fava Beans,Ambient,AS-793,742,579,37.91,1/10/2028,726
Bic/Stabilo,Highlighters,Ambient,AS-409,1154,740,49.14,6/26/2035,3450
California Garden,Tuna skips,Ambient,AS-295,1206,1510,42.72,1/19/2027,370
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-681,151,763,77.64,7/21/2026,188
Double A,A4 Paper Box,Ambient,AS-943,1421,258,84.89,10/2/2035,3548
Americana Frozen,Burgers,Frozen (-18°C),AS-708,1818,245,36.4,4/18/2026,94
California Garden,Tuna skips,Ambient,AS-387,1078,1140,55.63,8/9/2027,572
Americana Cakes,Swiss Roll,Ambient,AS-383,563,1072,59.08,8/29/2025,-138
California Garden,Tuna skips,Ambient,AS-771,1961,1655,45.42,6/26/2027,528
California Garden,Tuna skips,Ambient,AS-915,1839,1477,22.28,12/2/2027,687
Bic/Stabilo,Highlighters,Ambient,AS-901,1825,1900,83.34,9/27/2035,3543
Double A,A4 Paper Box,Ambient,AS-378,115,1927,78.63,7/6/2035,3460
Bic/Stabilo,Pens,Ambient,AS-953,866,2135,31.66,10/17/2035,3563
Double A,A4 Paper Box,Ambient,AS-799,160,2065,7.26,11/27/2035,3604
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-301,1761,1021,25.02,7/10/2026,177
Americana Cakes,Swiss Roll,Ambient,AS-988,1747,1968,5.92,2/25/2026,42
Double A,A4 Paper Box,Ambient,AS-601,186,2030,22.8,12/14/2035,3621
California Garden,Tuna skips,Ambient,AS-847,1786,1851,26.4,3/1/2027,411
California Garden,Tuna skips,Ambient,AS-343,781,1658,71.53,11/8/2027,663
Bic/Stabilo,Highlighters,Ambient,AS-998,1662,873,73.58,1/26/2035,3299
Double A,A4 Paper Box,Ambient,AS-365,217,888,28.23,7/15/2035,3469
Double A,A4 Paper Box,Ambient,AS-815,1458,259,74.57,11/6/2035,3583
Bic/Stabilo,Highlighters,Ambient,AS-666,875,1387,8.34,5/17/2035,3410
Double A,A4 Paper Box,Ambient,AS-878,1013,1824,76.4,10/22/2035,3568
Americana Cakes,Pound Cake,Ambient,AS-226,843,1779,69.16,5/15/2026,121
Americana Frozen,Burgers,Frozen (-18°C),AS-535,634,206,53.16,4/28/2026,104
California Garden,Fava Beans,Ambient,AS-942,191,1346,50.1,11/10/2027,665
California Garden,Fava Beans,Ambient,AS-935,1740,1356,15.78,10/22/2027,646
Double A,A4 Paper Box,Ambient,AS-211,790,598,26.57,8/20/2035,3505
Americana Cakes,Swiss Roll,Ambient,AS-919,913,257,58.34,4/29/2026,105
Double A,A4 Paper Box,Ambient,AS-969,1539,1975,33.39,3/3/2035,3335
Double A,A4 Paper Box,Ambient,AS-997,1942,2175,30.33,2/28/2035,3332
Americana Cakes,Pound Cake,Ambient,AS-861,1347,1097,77.23,7/22/2025,-176
California Garden,Fava Beans,Ambient,AS-493,1824,1734,61.49,6/20/2027,522
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-129,181,521,26.3,7/9/2026,176
Double A,A4 Paper Box,Ambient,AS-193,205,1260,75.81,10/12/2035,3558
Double A,A4 Paper Box,Ambient,AS-724,727,200,20.69,8/1/2035,3486
California Garden,Fava Beans,Ambient,AS-348,194,730,17.25,8/7/2027,570
California Garden,Tuna skips,Ambient,AS-416,538,623,28.36,1/11/2028,727
California Garden,Tuna skips,Ambient,AS-188,1636,1247,31.19,8/8/2027,571
California Garden,Fava Beans,Ambient,AS-891,1459,1998,48.16,12/8/2027,693
Bic/Stabilo,Pens,Ambient,AS-865,125,111,42.63,6/2/2035,3426
Bic/Stabilo,Highlighters,Ambient,AS-428,1375,1815,64.79,6/22/2035,3446
Bic/Stabilo,Pens,Ambient,AS-442,515,2161,83.61,4/1/2035,3364
Bic/Stabilo,Pens,Ambient,AS-505,1312,379,29.92,12/30/2035,3637
Americana Cakes,Pound Cake,Ambient,AS-362,962,330,59.11,4/4/2026,80
California Garden,Tuna skips,Ambient,AS-470,268,1717,31.02,3/18/2027,428
California Garden,Tuna skips,Ambient,AS-255,702,424,5.82,5/29/2027,500
Americana Cakes,Swiss Roll,Ambient,AS-114,1570,2010,34.04,4/26/2026,102
Bic/Stabilo,Pens,Ambient,AS-339,1563,1396,58.01,7/13/2035,3467
Double A,A4 Paper Box,Ambient,AS-682,1055,868,47.05,11/3/2035,3580
California Garden,Tuna skips,Ambient,AS-743,1725,179,62.14,8/27/2027,590
Bic/Stabilo,Pens,Ambient,AS-763,1971,626,68.47,1/25/2035,3298
California Garden,Fava Beans,Ambient,AS-529,1758,1910,66.18,8/26/2027,589
Double A,A4 Paper Box,Ambient,AS-937,1282,1213,67.39,10/12/2035,3558
Americana Cakes,Pound Cake,Ambient,AS-519,1961,642,13.52,5/14/2026,120
Bic/Stabilo,Highlighters,Ambient,AS-296,1485,130,73.83,7/25/2035,3479
Americana Cakes,Swiss Roll,Ambient,AS-277,1085,1487,37.27,11/2/2025,-73
Bic/Stabilo,Highlighters,Ambient,AS-213,1272,2013,57.12,6/8/2035,3432
Double A,A4 Paper Box,Ambient,AS-842,1650,1219,57.67,9/3/2035,3519
Bic/Stabilo,Pens,Ambient,AS-516,284,171,47.52,2/26/2035,3330
Double A,A4 Paper Box,Ambient,AS-754,1143,1403,69.63,10/17/2035,3563
Double A,A4 Paper Box,Ambient,AS-385,1889,540,42.78,2/20/2035,3324
Americana Cakes,Pound Cake,Ambient,AS-254,1360,363,8,12/2/2025,-43
Americana Frozen,Burgers,Frozen (-18°C),AS-840,1490,702,50.97,5/10/2026,116
California Garden,Fava Beans,Ambient,AS-383,1801,1204,17.91,1/4/2028,720
Double A,A4 Paper Box,Ambient,AS-513,1593,2036,6.23,12/11/2035,3618
California Garden,Tuna skips,Ambient,AS-430,710,1332,5.27,11/28/2027,683
Bic/Stabilo,Highlighters,Ambient,AS-474,1366,738,10.85,11/13/2035,3590
Double A,A4 Paper Box,Ambient,AS-940,1466,513,17.84,12/10/2035,3617
Bic/Stabilo,Pens,Ambient,AS-248,608,197,11.36,8/10/2035,3495
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-783,1992,1611,27.4,6/14/2026,151
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-455,360,291,25.31,2/19/2026,36
Bic/Stabilo,Pens,Ambient,AS-628,790,219,54.7,3/26/2035,3358
Americana Cakes,Swiss Roll,Ambient,AS-801,395,1693,39.51,1/5/2026,-9
Americana Cakes,Swiss Roll,Ambient,AS-474,461,1142,54.93,5/24/2026,130
Double A,A4 Paper Box,Ambient,AS-935,597,1535,73.41,4/19/2035,3382
Americana Frozen,Burgers,Frozen (-18°C),AS-354,1296,2125,10.89,4/18/2026,94
Bic/Stabilo,Pens,Ambient,AS-989,558,1938,12.69,9/17/2035,3533
Bic/Stabilo,Pens,Ambient,AS-121,105,2002,18.36,10/25/2035,3571
California Garden,Tuna skips,Ambient,AS-232,1168,2126,6.35,9/8/2027,602
Double A,A4 Paper Box,Ambient,AS-708,1304,1284,22.55,1/20/2035,3293
California Garden,Tuna skips,Ambient,AS-847,1980,1959,60.84,6/23/2027,525
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-622,1290,1597,29.76,9/8/2026,237
Americana Cakes,Swiss Roll,Ambient,AS-328,1242,1896,66.62,12/30/2025,-15
Double A,A4 Paper Box,Ambient,AS-152,340,691,29.49,6/14/2035,3438
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-343,763,617,30.83,5/4/2026,110
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-929,1093,321,15.99,12/4/2025,-41
California Garden,Tuna skips,Ambient,AS-262,325,566,33.54,10/5/2027,629
Americana Cakes,Swiss Roll,Ambient,AS-719,1432,878,35.5,2/18/2026,35
Bic/Stabilo,Highlighters,Ambient,AS-714,171,789,78.1,6/20/2035,3444
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-897,403,81,49.44,12/30/2025,-15
Double A,A4 Paper Box,Ambient,AS-108,1772,524,55.86,5/6/2035,3399
Double A,A4 Paper Box,Ambient,AS-755,1199,2067,29.03,6/14/2035,3438
Americana Frozen,Burgers,Frozen (-18°C),AS-666,201,511,54.7,12/17/2025,-28
Double A,A4 Paper Box,Ambient,AS-503,862,310,18.99,10/3/2035,3549
California Garden,Tuna skips,Ambient,AS-788,1818,583,16.42,4/15/2027,456
Americana Cakes,Swiss Roll,Ambient,AS-473,1558,206,73.3,11/16/2025,-59
California Garden,Tuna skips,Ambient,AS-503,1862,1032,46.66,8/21/2027,584
Bic/Stabilo,Highlighters,Ambient,AS-952,1063,2143,74.96,9/22/2035,3538
Double A,A4 Paper Box,Ambient,AS-613,802,1750,21.41,12/13/2035,3620
Americana Cakes,Pound Cake,Ambient,AS-427,886,2084,72,4/12/2026,88
Bic/Stabilo,Highlighters,Ambient,AS-924,1951,130,59.87,2/14/2035,3318
Bic/Stabilo,Pens,Ambient,AS-730,631,927,43.29,12/24/2035,3631
Americana Cakes,Swiss Roll,Ambient,AS-190,1540,1679,5.72,4/4/2026,80
Americana Cakes,Swiss Roll,Ambient,AS-176,1445,1311,69.26,10/10/2025,-96
Americana Frozen,Burgers,Frozen (-18°C),AS-502,583,1265,76.47,1/31/2026,17
Americana Cakes,Swiss Roll,Ambient,AS-430,816,1397,25.66,11/4/2025,-71
Double A,A4 Paper Box,Ambient,AS-589,1186,402,27.79,1/9/2036,3647
Bic/Stabilo,Pens,Ambient,AS-674,355,1666,76.66,2/1/2035,3305
Americana Cakes,Swiss Roll,Ambient,AS-191,1918,1230,73.58,8/2/2025,-165
Double A,A4 Paper Box,Ambient,AS-374,835,1069,84.16,12/10/2035,3617
Americana Cakes,Swiss Roll,Ambient,AS-322,556,1490,12.76,8/20/2025,-147
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-930,1491,683,8.69,8/11/2026,209
Bic/Stabilo,Pens,Ambient,AS-599,336,1291,28.63,9/12/2035,3528
Bic/Stabilo,Pens,Ambient,AS-491,1062,712,72.66,7/15/2035,3469
Double A,A4 Paper Box,Ambient,AS-757,422,997,59.14,10/9/2035,3555
California Garden,Tuna skips,Ambient,AS-567,727,295,36.55,7/13/2027,545
Double A,A4 Paper Box,Ambient,AS-209,1764,127,71.67,2/9/2035,3313
Americana Cakes,Pound Cake,Ambient,AS-684,1909,794,34.43,3/31/2026,76
Double A,A4 Paper Box,Ambient,AS-956,1272,1232,46.21,7/10/2035,3464
Americana Cakes,Pound Cake,Ambient,AS-362,1173,938,13.21,2/18/2026,35
Bic/Stabilo,Pens,Ambient,AS-561,909,1432,10.73,9/8/2035,3524
Americana Cakes,Swiss Roll,Ambient,AS-705,1770,1507,41.99,2/9/2026,26
California Garden,Tuna skips,Ambient,AS-843,1141,812,40.03,3/2/2027,412
Double A,A4 Paper Box,Ambient,AS-183,940,1059,63.62,8/23/2035,3508
Double A,A4 Paper Box,Ambient,AS-141,1889,1754,12.8,4/7/2035,3370
Americana Cakes,Pound Cake,Ambient,AS-230,1677,830,37.08,3/23/2026,68
California Garden,Fava Beans,Ambient,AS-582,801,1262,12.51,12/9/2027,694
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-395,143,975,7.54,12/26/2025,-19
Bic/Stabilo,Pens,Ambient,AS-706,1551,1786,22.74,8/11/2035,3496
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-530,1069,1901,56.98,8/2/2026,200
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-178,1664,1253,29.42,12/8/2025,-37
Double A,A4 Paper Box,Ambient,AS-909,752,2068,8.85,4/11/2035,3374
Bic/Stabilo,Pens,Ambient,AS-509,1606,101,43.47,8/1/2035,3486
Americana Cakes,Pound Cake,Ambient,AS-972,203,1710,46.31,12/22/2025,-23
Americana Frozen,Burgers,Frozen (-18°C),AS-475,976,1097,74.4,2/17/2026,34
Bic/Stabilo,Highlighters,Ambient,AS-373,262,405,72.05,5/27/2035,3420
Americana Cakes,Swiss Roll,Ambient,AS-241,859,2077,29.61,11/1/2025,-74
California Garden,Fava Beans,Ambient,AS-617,139,175,65.69,11/1/2027,656
California Garden,Fava Beans,Ambient,AS-975,1982,1739,32.62,10/9/2027,633
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-313,1926,1046,19.58,9/25/2026,254
Bic/Stabilo,Highlighters,Ambient,AS-168,1628,385,64.25,1/28/2035,3301
California Garden,Tuna skips,Ambient,AS-810,375,755,40.48,5/28/2027,499
Bic/Stabilo,Pens,Ambient,AS-619,1507,394,55.34,9/9/2035,3525
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-128,825,1923,23.2,12/18/2025,-27
Double A,A4 Paper Box,Ambient,AS-615,275,1275,30.78,3/12/2035,3344
Americana Cakes,Pound Cake,Ambient,AS-584,413,275,66.84,9/15/2025,-121
Double A,A4 Paper Box,Ambient,AS-804,1257,166,5.16,3/6/2035,3338
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-903,1348,1656,47.65,1/23/2026,9
Americana Cakes,Pound Cake,Ambient,AS-186,1097,2043,53.95,1/18/2026,4
Double A,A4 Paper Box,Ambient,AS-361,1850,808,77.55,7/31/2035,3485
Americana Cakes,Pound Cake,Ambient,AS-648,170,106,58.7,5/12/2026,118
Double A,A4 Paper Box,Ambient,AS-284,908,1553,47.3,5/19/2035,3412
Double A,A4 Paper Box,Ambient,AS-345,1917,782,69.71,3/26/2035,3358
California Garden,Tuna skips,Ambient,AS-848,1500,2080,24.86,5/10/2027,481
Americana Cakes,Pound Cake,Ambient,AS-922,694,1564,71.43,4/16/2026,92
Americana Cakes,Pound Cake,Ambient,AS-805,331,131,77.17,11/25/2025,-50
California Garden,Tuna skips,Ambient,AS-697,1468,1870,10.39,12/15/2027,700
Bic/Stabilo,Highlighters,Ambient,AS-668,614,1298,49.47,5/12/2035,3405
Americana Frozen,Burgers,Frozen (-18°C),AS-977,947,471,76.04,4/23/2026,99
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-843,222,170,63.12,6/2/2026,139
California Garden,Fava Beans,Ambient,AS-443,727,717,31.67,10/11/2027,635
Bic/Stabilo,Highlighters,Ambient,AS-160,1417,338,40.12,1/30/2035,3303
Double A,A4 Paper Box,Ambient,AS-645,1872,757,55.24,6/17/2035,3441
Americana Cakes,Swiss Roll,Ambient,AS-626,1025,1335,58.49,10/29/2025,-77
Bic/Stabilo,Highlighters,Ambient,AS-769,1475,559,69,8/14/2035,3499
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-751,1090,1803,18.34,5/4/2026,110
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-976,1237,416,33.06,8/4/2026,202
Bic/Stabilo,Highlighters,Ambient,AS-168,1184,1796,73.45,3/21/2035,3353
Double A,A4 Paper Box,Ambient,AS-412,833,719,56.05,10/21/2035,3567
Double A,A4 Paper Box,Ambient,AS-311,1564,1508,46.59,4/26/2035,3389
Americana Cakes,Pound Cake,Ambient,AS-471,163,320,5.12,4/5/2026,81
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-774,1180,485,67.28,8/22/2026,220
Americana Frozen,Burgers,Frozen (-18°C),AS-288,511,1566,27.68,10/15/2025,-91
California Garden,Fava Beans,Ambient,AS-563,429,1832,60.45,2/15/2027,397
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-693,1376,571,28.09,3/26/2026,71
California Garden,Tuna skips,Ambient,AS-652,1825,2120,66.82,12/7/2027,692
Double A,A4 Paper Box,Ambient,AS-775,1425,1925,79.63,3/7/2035,3339
Bic/Stabilo,Highlighters,Ambient,AS-453,1102,2177,30.49,3/18/2035,3350
Americana Cakes,Pound Cake,Ambient,AS-941,339,248,74.58,8/12/2025,-155
Bic/Stabilo,Highlighters,Ambient,AS-854,958,871,28.12,12/3/2035,3610
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-663,934,2052,52.93,7/19/2026,186
Americana Frozen,Burgers,Frozen (-18°C),AS-503,155,1224,43.2,2/10/2026,27
California Garden,Tuna skips,Ambient,AS-891,526,1730,45.26,10/18/2027,642
Bic/Stabilo,Highlighters,Ambient,AS-711,1985,928,16.8,5/4/2035,3397
Americana Cakes,Pound Cake,Ambient,AS-337,895,470,56.2,6/20/2026,157
Double A,A4 Paper Box,Ambient,AS-775,1165,185,84.39,7/21/2035,3475
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-812,743,1060,75.76,1/21/2026,7
California Garden,Tuna skips,Ambient,AS-225,1912,669,62.32,3/22/2027,432
Americana Frozen,Burgers,Frozen (-18°C),AS-449,1958,231,63.11,3/22/2026,67
California Garden,Fava Beans,Ambient,AS-167,900,96,18.49,12/1/2027,686
Americana Cakes,Swiss Roll,Ambient,AS-720,632,1956,60.69,11/24/2025,-51
California Garden,Fava Beans,Ambient,AS-182,1222,1190,57.72,5/12/2027,483
Double A,A4 Paper Box,Ambient,AS-141,1515,286,26.62,1/29/2035,3302
Bic/Stabilo,Pens,Ambient,AS-660,723,1144,80.27,3/9/2035,3341
Americana Frozen,Burgers,Frozen (-18°C),AS-269,1630,424,39.57,3/30/2026,75
Double A,A4 Paper Box,Ambient,AS-690,1025,2113,64.06,4/14/2035,3377
Bic/Stabilo,Highlighters,Ambient,AS-200,603,144,41.3,1/11/2036,3649
Americana Frozen,Burgers,Frozen (-18°C),AS-348,235,1516,78.97,7/22/2026,189
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-985,781,411,18.14,7/18/2026,185
Americana Cakes,Swiss Roll,Ambient,AS-763,512,1444,60.89,11/20/2025,-55
Double A,A4 Paper Box,Ambient,AS-887,1039,2143,83.4,12/18/2035,3625
California Garden,Fava Beans,Ambient,AS-933,1494,1154,60.66,5/4/2027,475
Bic/Stabilo,Highlighters,Ambient,AS-611,788,2067,12.68,6/6/2035,3430
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-958,219,91,59.09,2/18/2026,35
Americana Cakes,Swiss Roll,Ambient,AS-513,1792,1156,66.27,9/4/2025,-132
Bic/Stabilo,Pens,Ambient,AS-358,1686,526,46.73,10/30/2035,3576
Americana Frozen,Burgers,Frozen (-18°C),AS-214,586,161,47.36,1/27/2026,13
Double A,A4 Paper Box,Ambient,AS-539,442,1036,82.21,4/17/2035,3380
Bic/Stabilo,Highlighters,Ambient,AS-229,1027,283,15.7,4/30/2035,3393
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-746,991,1552,82.01,3/8/2026,53
Americana Cakes,Pound Cake,Ambient,AS-889,738,250,83.03,11/11/2025,-64
Bic/Stabilo,Pens,Ambient,AS-699,995,1570,50.85,1/8/2036,3646
Americana Frozen,Burgers,Frozen (-18°C),AS-652,1033,1120,35.58,6/1/2026,138
Double A,A4 Paper Box,Ambient,AS-385,1760,2149,44.58,11/8/2035,3585
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-717,542,567,48.14,9/2/2026,231
